OPE ID,School,State,SchoolType,Recipients,LoansOriginated,FundsOriginated,TotalDisbursements,FundsDisbursed
030634,MODERN TECHNOLOGY SCHOOL,CA,Proprietary,33,34,156728,39,84917
039396,DAYTONA COLLEGE,FL,Proprietary,110,114,326265,150,173130
035424,COPPER MOUNTAIN COLLEGE,CA,Public,37,37,154343,42,83343
021904,SCHILLING - DOUGLAS SCHOOL OF HAIR DESIGN,DE,Proprietary,36,36,125422,37,62710
041335,ACADEMY FOR FIVE ELEMENT ACUPUNCTURE,FL,Private-Nonprofit,22,22,324765,22,187827
042677,ESTHETIC INSTITUTE (THE),VA,Proprietary,26,26,111327,26,55673
042493,SALON BOUTIQUE ACADEMY,TX,Proprietary,43,43,164951,47,85957
022625,FAUST INSTITUTE OF COSMETOLOGY,IA,Proprietary,9,9,30500,9,15251
042717,SALON PROFESSIONAL ACADEMY OF SAN ANTONIO (THE),TX,Proprietary,38,38,147993,40,76168
037243,DIGIPEN INSTITUTE OF TECHNOLOGY,WA,Proprietary,1002,1003,7983928,1003,4013996
021975,BATON ROUGE SCHOOL OF COMPUTERS,LA,Proprietary,12,12,71000,12,35500
042264,MT TRAINING CENTER,TX,Proprietary,48,49,147930,65,85902
042467,LEARNING BRIDGE CAREER INSTITUTE,LA,Proprietary,17,17,66918,17,33464
042836,COLLEGE UNBOUND,RI,Private-Nonprofit,142,142,713837,142,175324
041548,DUVALL'S SCHOOL OF COSMETOLOGY,TX,Proprietary,35,35,142088,35,71037
031021,MORGANTOWN BEAUTY COLLEGE,WV,Proprietary,42,42,163186,51,90331
042527,PACIFIC RIM CHRISTIAN UNIVERSITY,HI,Private-Nonprofit,39,39,197649,39,107202
041413,SAN FRANCISCO INSTITUTE OF ESTHETICS & COSMETOLOGY,CA,Proprietary,30,30,146324,31,73157
030523,KENNETH SHULER SCHOOL OF COSMETOLOGY & HAIR DESIGN,SC,Proprietary,66,66,264477,66,141225
042739,SOUTHEASTERN ESTHETICS INSTITUTE,SC,Proprietary,65,65,227851,68,120238
001685,HEBREW THEOLOGICAL COLLEGE,IL,Private-Nonprofit,15,15,58500,15,29250
037513,ESCUELA HOTELERA DE SAN JUAN,PR,Proprietary,12,12,43992,24,43992
001208,GROSSMONT COLLEGE,CA,Public,41,41,146300,41,71300
025434,BROWNSON TECHNICAL SCHOOL,CA,Proprietary,28,28,145846,28,72048
002531,MONTANA TECHNOLOGICAL UNIVERSITY,MT,Public,1152,1152,6182921,1153,3283898
037643,ST. MATTHEW'S UNIVERSITY SCHOOL OF MEDICINE,,Foreign-For-Profit,10,10,262499,10,131251
042263,DIVINE CROWN BARBER & BEAUTY ACADEMY,PA,Proprietary,11,11,37922,11,18958
037703,NAZARENE THEOLOGICAL COLLEGE,,Foreign-Private,3,3,31000,3,15500
041004,TAFT UNIVERSITY SYSTEM (THE),CO,Proprietary,15,15,278629,15,139316
025283,TDDS TECHNICAL INSTITUTE,OH,Proprietary,28,29,81482,41,55940
041542,CAROLINA COLLEGE OF BIBLICAL STUDIES,NC,Private-Nonprofit,71,71,389502,74,195582
037803,SABA UNIVERSITY SCHOOL OF MEDICINE,,Foreign-For-Profit,78,78,2119916,79,1052542
011919,BEAVER FALLS BEAUTY ACADEMY,PA,Proprietary,9,9,36690,9,22440
042735,WINONAH'S INTERNATIONAL SCHOOL OF COSMETOLOGY,AL,Proprietary,45,45,204611,45,104681
001273,SAN DIEGO CITY COLLEGE,CA,Public,41,41,145202,41,72601
025822,"GUY'S ACADEMY HAIR, SKIN & NAILS",LA,Proprietary,14,14,64273,14,32136
009898,AVERY JAMES SCHOOL OF COSMETOLOGY,LA,Proprietary,19,19,62000,19,31000
001190,CONTRA COSTA COLLEGE,CA,Public,43,43,145105,61,93980
033243,CENTRAL CAREER SCHOOL,NJ,Proprietary,14,14,47463,14,23733
042064,HELMS COLLEGE,GA,Private-Nonprofit,33,34,117116,43,52432
038073,ROSE BRUFORD COLLEGE OF THEATRE AND PERFORMANCE,,Foreign-Public,12,12,152447,12,50812
041792,ADVANCED COLLEGE OF COSMETOLOGY,WI,Proprietary,29,29,137759,29,68878
023214,TONI & GUY HAIRDRESSING ACADEMY,GA,Proprietary,31,31,113649,33,57999
004481,OHLONE COLLEGE,CA,Public,33,33,142100,33,35525
042911,COMMERCIAL DIVERS INTERNATIONAL,AZ,Proprietary,42,42,171867,51,102854
001280,SAN JOAQUIN DELTA COLLEGE,CA,Public,30,30,139807,30,42482
026127,"SALON PROFESSIONAL ACADEMY - MELBOURNE, THE",FL,Proprietary,100,102,314050,106,174423
038164,AMERICAN GRADUATE SCHOOL IN PARIS,,Foreign-Private,21,21,412370,21,249143
038183,HHL LEIPZIG GRADUATE SCHOOL OF MANAGEMENT,,Foreign-Private,1,1,20500,1,10250
041190,EASTERN WEST VIRGINIA COMMUNITY & TECHNICAL COLLEGE,WV,Public,38,40,138783,45,75469
041326,DAVINES PROFESSIONAL ACADEMY OF BEAUTY AND BUSINESS,NE,Proprietary,11,11,39025,11,19512
041836,SALON PROFESSIONAL ACADEMY OF KENOSHA (THE),WI,Proprietary,18,18,88583,18,44292
033463,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,FL,Private-Nonprofit,95,95,300946,150,205511
038243,"ROYAL VETERINARY COLLEGE (THE), UNIVERSITY OF LONDON",,Foreign-Public,436,436,14550332,436,6641169
037773,PAUL MITCHELL THE SCHOOL GASTONIA,NC,Proprietary,76,76,295617,82,155386
039213,CAMEO COLLEGE OF ESSENTIAL BEAUTY,UT,Proprietary,45,45,153564,48,77626
042138,SALON PROFESSIONAL ACADEMY (THE),TN,Proprietary,22,22,69479,25,38323
042035,AUSTIN KADE ACADEMY,ID,Proprietary,19,19,58458,19,29232
023014,OHIO VALLEY COLLEGE OF TECHNOLOGY,OH,Proprietary,25,25,74198,25,27998
042183,MIDWIVES COLLEGE OF UTAH,UT,Private-Nonprofit,28,28,142800,28,71853
022375,LAS VEGAS COLLEGE,NV,Proprietary,157,163,744925,163,293123
023142,EMPIRE BEAUTY SCHOOL,NY,Proprietary,17,17,67425,21,35532
021596,BAPTIST COLLEGE OF FLORIDA (THE),FL,Private-Nonprofit,70,70,293733,70,178433
001275,SAN DIEGO MESA COLLEGE,CA,Public,23,23,137607,23,75861
031256,MIAMI AD SCHOOL,FL,Proprietary,73,75,293675,75,127752
030185,BENE'S CAREER ACADEMY,FL,Proprietary,87,88,292142,102,157705
012948,ROB ROY ACADEMY,MA,Proprietary,4,4,12250,4,6125
038594,FALMOUTH UNIVERSITY,,Foreign-Public,23,23,226244,23,112039
041003,DENMARK COLLEGE,IN,Proprietary,36,38,111027,38,55519
012026,BELLUS ACADEMY,CA,Proprietary,31,31,137307,31,68650
031095,DONGGUK UNIVERSITY LOS ANGELES,CA,Private-Nonprofit,8,8,135000,8,33750
001266,LANEY COLLEGE,CA,Public,29,29,134746,29,38686
040384,AVI CAREER TRAINING,VA,Proprietary,32,32,108193,34,56117
004502,CITY COLLEGE OF SAN FRANCISCO,CA,Public,30,30,134500,30,67250
022110,SALON SUCCESS ACADEMY,CA,Proprietary,41,41,134201,47,71954
042204,CHRYSM INSTITUTE OF ESTHETICS (THE),VA,Proprietary,32,32,99961,34,50921
042415,WAVE LEADERSHIP COLLEGE,VA,Private-Nonprofit,18,18,79532,18,39765
010424,SUMMIT SALON ACADEMY,KY,Proprietary,24,26,87434,26,43720
038163,ARTISTIC NAILS & BEAUTY ACADEMY,FL,Proprietary,74,74,277840,82,150160
038743,CAMBRIDGE JUNIOR COLLEGE,CA,Proprietary,30,30,130939,30,65470
025877,HAIR PROFESSIONALS CAREER COLLEGE,IL,Proprietary,14,14,54418,14,27207
022850,PAUL MITCHELL THE SCHOOL HUNTSVILLE,AL,Proprietary,46,46,174733,46,87366
038974,INTERNATIONAL SPACE UNIVERSITY,,Foreign-Private,1,1,20500,1,10250
039003,MEDICAL UNIVERSITY OF THE AMERICAS,,Foreign-For-Profit,138,138,3062097,138,1522217
020564,CAPRI COSMETOLOGY LEARNING CENTER,NY,Proprietary,18,18,65673,18,32832
041459,CELEBRITY SCHOOL OF BEAUTY,FL,Proprietary,105,105,270303,111,138858
041384,SALON PROFESSIONAL ACADEMY (THE),MI,Proprietary,21,21,60930,21,35211
038295,SKINWORKS SCHOOL OF ADVANCED SKINCARE,UT,Proprietary,39,39,123453,39,64556
025395,IRVINE VALLEY COLLEGE,CA,Public,33,33,128366,34,67276
042244,NETWORKS BARBER COLLEGE,IL,Proprietary,18,18,52500,18,26249
040143,P&A SCHOLARS BEAUTY SCHOOL,MI,Proprietary,15,15,60666,15,30330
039173,EVERGREEN BEAUTY AND BARBER COLLEGE,WA,Proprietary,113,115,428358,122,218453
025568,PAUL MITCHELL THE SCHOOL SALT LAKE CITY,UT,Proprietary,33,33,120859,33,60427
001247,NAPA VALLEY COLLEGE,CA,Public,29,29,126628,29,63314
025240,SUNSTATE ACADEMY,FL,Private-Nonprofit,81,81,258196,84,148625
042765,GLOBAL MEDICAL & TECHNICAL TRAINING INSTITUTE,FL,Proprietary,57,57,248351,57,124179
042292,JUPITER BEAUTY ACADEMY,MA,Proprietary,6,6,11999,6,5998
021180,LEVITTOWN BEAUTY ACADEMY,PA,Proprietary,18,18,34455,22,19417
042454,INFINITY COLLEGE,LA,Proprietary,14,14,53831,14,26918
012573,WEST VIRGINIA UNIVERSITY HOSPITALS,WV,Private-Nonprofit,19,19,108291,19,54147
023268,MERIDIAN COLLEGE,FL,Proprietary,63,63,238938,81,138334
041242,CATHOLIC DISTANCE UNIVERSITY,WV,Private-Nonprofit,16,16,87487,17,24327
042695,GOSHEN SCHOOL OF COSMETOLOGY,MS,Proprietary,4,4,14000,4,7000
007187,NORTH ADRIAN'S COLLEGE OF BEAUTY,CA,Proprietary,29,29,125866,34,70434
039654,MYRANGEL BEAUTY INSTITUTE,PR,Proprietary,15,17,31298,17,24338
002074,HAGERSTOWN COMMUNITY COLLEGE,MD,Public,14,14,32000,28,32000
042070,SCHOOL OF MISSIONARY AVIATION TECHNOLOGY,MI,Private-Nonprofit,13,13,59934,13,29967
042598,CALIFORNIA INSTITUTE OF ARTS & TECHNOLOGY,CA,Proprietary,27,27,125083,29,63166
042707,MCALLEN CAREERS INSTITUTE,TX,Proprietary,31,31,141644,31,70821
002467,CONCEPTION SEMINARY COLLEGE,MO,Private-Nonprofit,12,12,64125,12,32063
021250,CAREER ACADEMY OF BEAUTY,CA,Proprietary,40,40,122835,40,59598
042700,URBAN BARBER COLLEGE,CA,Proprietary,31,31,121912,31,62026
039743,"ST. GEORGE'S UNIVERSITY, SCHOOL OF VETERINARY MEDICINE",,Foreign-For-Profit,1111,1140,34838773,1140,19529302
042771,YOUNG AMERICANS COLLEGE OF THE PERFORMING ARTS (THE),CA,Private-Nonprofit,12,12,120187,12,60709
041582,PAUL MITCHELL THE SCHOOL SHERMAN OAKS,CA,Proprietary,30,30,118236,31,59922
042818,SHEAR PERFECTION ACADEMY OF COSMETOLOGY,TN,Proprietary,19,19,67100,19,33546
023269,SUNSTATE ACADEMY,FL,Private-Nonprofit,97,97,222223,99,150264
042108,NRI INSTITUTE OF HEALTH SCIENCES,FL,Proprietary,39,39,208999,39,104500
039873,TEXAS HEALTH SCHOOL,TX,Proprietary,36,36,141198,38,74471
022724,EASTERN COLLEGE OF HEALTH VOCATIONS,AR,Proprietary,27,27,90490,28,46645
035773,COBA ACADEMY,CA,Proprietary,31,31,117707,31,58850
041754,ELITE COSMETOLOGY SCHOOL,CA,Proprietary,37,37,117240,43,64749
041411,FRENCH ACADEMY OF COSMETOLOGY,MI,Proprietary,20,20,58141,22,32556
023043,"PLATT COLLEGE, SAN DIEGO",CA,Proprietary,20,24,116558,25,65098
040063,NUVO COLLEGE OF COSMETOLOGY,MI,Proprietary,14,14,43198,14,22623
040553,CREATIVE HAIR SCHOOL OF COSMETOLOGY,MI,Proprietary,8,8,32500,8,16250
025916,NORTH-WEST COLLEGE,CA,Proprietary,25,25,115867,25,57934
040153,FRANKFURT SCHOOL OF FINANCE & MANAGEMENT GGMBH,,Foreign-Private,14,14,202702,14,112404
037063,HOLLYWOOD INSTITUTE,FL,Proprietary,60,60,203380,73,107340
041470,PAUL MITCHELL THE SCHOOL ATLANTA,GA,Proprietary,27,27,107845,29,54796
040214,"AMERICAN COLLEGE, DUBLIN LIMITED (THE)",,Foreign-Private,17,17,149500,17,74750
040215,CENTRAL EUROPEAN UNIVERSITY,,Foreign-Private,6,6,103500,6,51750
022579,INTERNATIONAL ACADEMY,FL,Proprietary,55,55,202620,58,102846
010406,"JOSEF'S SCHOOL OF HAIR, SKIN & BODY",ND,Proprietary,30,30,114014,31,59077
042241,COSMETOLOGY ACADEMY OF TEXARKANA,TX,Proprietary,35,35,136100,35,69359
025459,HYPNOSIS MOTIVATION INSTITUTE,CA,Private-Nonprofit,23,23,114000,23,57001
041306,HEALING ARTS CENTER,MO,Proprietary,18,18,57996,18,29003
042396,KENTUCKY HORSESHOEING SCHOOL,KY,Proprietary,23,23,85770,32,51444
041694,NORTHERN VIRGINIA SCHOOL OF THERAPEUTIC MASSAGE,VA,Proprietary,23,24,75996,24,38004
037343,JOHN D. ROCKEFELLER IV CAREER CENTER,WV,Public,11,11,64500,11,32250
005008,MOUNTAIN STATE COLLEGE,WV,Proprietary,12,12,56000,12,19168
025183,LASALLE TECH,LA,Proprietary,17,18,52284,18,26146
023623,MERCER COUNTY CAREER CENTER,PA,Public,9,9,33135,9,16570
008959,CLARKSBURG BEAUTY ACADEMY & SCHOOL OF MASSAGE THERAPY,WV,Proprietary,12,12,40979,12,20490
041576,NOVA ACADEMY OF COSMETOLOGY,MN,Proprietary,49,49,190846,51,97178
042305,PAUL MITCHELL THE SCHOOL GRAND RAPIDS,MI,Proprietary,10,10,29666,12,18332
001308,REEDLEY COLLEGE,CA,Public,28,28,109287,30,56268
040593,TUCSON COLLEGE OF BEAUTY,AZ,Proprietary,48,49,161941,51,81562
003147,BACONE COLLEGE,OK,Private-Nonprofit,2,2,11000,2,5500
010363,WESTERN NEVADA COLLEGE,NV,Public,147,147,638677,147,320156
040663,CARDIAC AND VASCULAR INSTITUTE OF ULTRASOUND,AL,Proprietary,29,29,134814,31,69739
042103,MEDSPA ACADEMIES,UT,Proprietary,44,44,109377,60,68377
030893,HERITAGE BIBLE COLLEGE,NC,Private-Nonprofit,53,53,246495,55,65260
004855,DAVIS COLLEGE,OH,Proprietary,18,18,67750,18,24294
042621,MY BEAUTY & BARBER COLLEGE,CA,Proprietary,28,28,105904,28,52948
041850,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,CO,Proprietary,60,66,265595,111,170991
041883,FLORIDA ACADEMY,FL,Proprietary,50,55,199913,55,102421
040854,NEW ZEALAND COLLEGE OF CHIROPRACTIC,,Foreign-Private,1,1,15682,2,15682
012930,CHARLES & SUE'S SCHOOL OF HAIR DESIGN,TX,Proprietary,35,36,134651,36,67326
001237,MERCED COLLEGE,CA,Public,29,29,103799,29,51900
021562,TECHNICAL COLLEGE OF THE ROCKIES,CO,Public,44,44,204250,45,104500
020937,LONG ISLAND BUSINESS INSTITUTE,NY,Proprietary,15,16,64199,16,32100
042830,AMERICAN COLLEGE OF THE BUILDING ARTS,SC,Private-Nonprofit,42,42,211467,42,105735
009673,RUDAE'S SCHOOL OF BEAUTY CULTURE,IN,Proprietary,21,21,93083,22,46541
030274,AVALON SCHOOL OF COSMETOLOGY,CO,Proprietary,62,62,194496,64,99022
041737,GRACE COLLEGE OF DIVINITY,NC,Private-Nonprofit,24,24,159315,24,79658
025754,INTERNATIONAL CULINARY CENTER,NY,Proprietary,2,2,56079,2,28040
042192,ACE COSMETOLOGY & BARBERING TRAINING CENTER,CT,Proprietary,26,26,97334,31,51000
025476,FLORIDA NATIONAL UNIVERSITY,FL,Proprietary,38,38,194355,40,103805
034145,ACUPUNCTURE AND MASSAGE COLLEGE,FL,Proprietary,20,20,187650,24,111700
041538,ANTIOCH COLLEGE OF THE ASSEMBLIES OF GOD,VA,Private-Nonprofit,17,17,72961,17,19555
031258,PREMIERE CAREER COLLEGE,CA,Proprietary,27,27,102116,27,51061
025485,COSMETOLOGY TRAINING CENTER,LA,Proprietary,17,18,51233,18,25617
041133,LEBANESE AMERICAN UNIVERSITY,,Foreign-Private,23,23,92250,23,46125
041710,ADVANCED TRAINING INSTITUTE,NV,Proprietary,160,162,628773,164,315825
031043,CAREER TECHNICAL INSTITUTE,DC,Proprietary,13,13,40118,13,20059
001111,ALLAN HANCOCK COLLEGE,CA,Public,20,20,101942,20,49222
011820,SAN DIEGO MIRAMAR COLLEGE,CA,Public,24,24,100221,24,50111
041816,INTEGRITY COLLEGE OF HEALTH,CA,Proprietary,22,22,99777,22,49886
041163,EDHEC BUSINESS SCHOOL,,Foreign-Private,9,9,198528,9,99264
010161,LORAINES ACADEMY & SPA,FL,Proprietary,54,54,171360,58,91388
041350,COZMO BEAUTY SCHOOL,FL,Proprietary,57,57,168767,71,94994
021370,ROB ROY ACADEMY,MA,Proprietary,2,2,9500,2,4750
037764,ORION INSTITUTE,OH,Proprietary,16,16,67645,16,33827
041174,MILWAUKEE CAREER COLLEGE,WI,Proprietary,25,25,82556,27,42800
030784,CAMEO BEAUTY ACADEMY,IL,Proprietary,11,11,49200,11,26700
005310,PITTSBURGH INSTITUTE OF AERONAUTICS,PA,Private-Nonprofit,7,7,31693,7,18291
022456,WARREN COUNTY CAREER CENTER,OH,Public,16,16,64019,16,32014
042193,EAST-WEST HEALING ARTS INSTITUTE,WI,Proprietary,15,15,67552,15,33783
007713,SKYLINE COLLEGE,CA,Public,20,21,99355,21,49678
021451,SCOTT COLLEGE OF COSMETOLOGY,WV,Proprietary,1,1,3600,1,1800
041703,BEAUTY ACADEMY OF SOUTH FLORIDA,FL,Proprietary,45,45,155136,45,77559
033613,GWINNETT COLLEGE,NC,Proprietary,35,35,151118,37,65369
023141,SCHILLER INTERNATIONAL UNIVERSITY,FL,Proprietary,22,22,154858,22,79492
041753,PENROSE ACADEMY,AZ,Proprietary,49,49,158076,54,80782
042055,LIL LOU'S BEAUTY AND BARBER COLLEGE LLC,IN,Proprietary,23,23,90999,23,45499
041211,ELEVATE SALON INSTITUTE,MI,Proprietary,5,5,29205,5,14601
042214,PAUL MITCHELL THE SCHOOL DENVER,CO,Proprietary,43,43,160318,47,83342
021706,UNITED STATES SPORTS ACADEMY,AL,Private-Nonprofit,26,26,116863,28,108863
042831,TEXAS HEALTHTECH INSTITUTE,TX,Proprietary,42,42,127173,42,66325
001917,BARCLAY COLLEGE,KS,Private-Nonprofit,41,41,183024,42,106274
041241,ELITE COLLEGE OF COSMETOLOGY,TN,Proprietary,16,17,56165,17,28084
009047,HUNTINGTON JUNIOR COLLEGE OF BUSINESS,WV,Proprietary,1,1,3500,2,1166
025295,HAMRICK SCHOOL,OH,Proprietary,19,19,61995,28,44703
042764,CULINARY SCHOOL OF FORT WORTH (THE),TX,Proprietary,26,27,124900,27,64825
023067,FORT WORTH BEAUTY SCHOOL,TX,Proprietary,36,36,123187,41,69648
042343,CULINARY TECH CENTER,NY,Proprietary,16,17,54991,17,27500
011744,NATIONAL BEAUTY COLLEGE,OH,Proprietary,18,18,59203,18,29603
036114,FLORIDA BARBER ACADEMY,FL,Proprietary,54,54,153971,72,91975
003948,SAN FRANCISCO ART INSTITUTE,CA,Private-Nonprofit,8,8,98390,8,51539
041272,VICTORIA'S ACADEMY OF COSMETOLOGY,WA,Proprietary,11,11,33983,11,19819
030107,PAUL MITCHELL THE SCHOOL ROANOKE,VA,Proprietary,17,17,71884,17,35717
026161,JEAN MADELINE AVEDA INSTITUTE,PA,Proprietary,12,12,26085,16,15501
036703,TONI&GUY HAIRDRESSING ACADEMY,CO,Proprietary,43,43,157041,45,80800
021220,NEW ENGLAND HAIR ACADEMY,MA,Proprietary,1,1,7770,1,3885
025171,SARASOTA SCHOOL OF MASSAGE THERAPY,FL,Proprietary,37,37,152298,37,76149
041287,HERTIE SCHOOL,,Foreign-Private,17,17,284119,17,139310
042309,RICCI'S TONI & GUY HAIRDRESSING ACADEMY/ TIGI CREATIVE SCHOOL,CT,Proprietary,28,28,94848,32,50172
042865,TONSORIAL ARTS BARBER COLLEGE,TX,Proprietary,25,25,113750,25,59250
034984,OMEGA INSTITUTE OF COSMETOLOGY,LA,Proprietary,9,9,28249,9,14124
006775,RAINY RIVER COMMUNITY COLLEGE,MN,Public,20,23,63936,23,31971
041630,SUMMIT SALON ACADEMY,FL,Proprietary,38,38,144312,44,78687
041305,PACIFIC NORTHWEST UNIVERSITY OF HEALTH SCIENCES,WA,Private-Nonprofit,456,456,16954414,467,8471971
002457,CONCORDIA SEMINARY,MO,Private-Nonprofit,9,9,47329,9,47329
041711,PAUL MITCHELL THE SCHOOL - DELAWARE,DE,Proprietary,29,29,109666,29,54832
042561,INDIANA COLLEGE OF SPORTS & MEDICAL MASSAGE,IN,Proprietary,22,22,88557,23,44276
042291,ADVANTAGE CAREER INSTITUTE,NJ,Proprietary,20,20,46515,20,23267
030324,KC'S SCHOOL OF HAIR DESIGN,MS,Proprietary,3,3,11500,4,7250
041783,VOGUE COLLEGE OF COSMETOLOGY,TX,Proprietary,25,25,112786,28,60443
032793,MYOTHERAPY INSTITUTE,NE,Proprietary,9,9,30160,9,10999
001186,COLLEGE OF THE SEQUOIAS,CA,Public,24,25,98113,25,49057
042093,PAUL MITCHELL THE SCHOOL OVERLAND PARK,KS,Proprietary,48,48,182656,50,92899
035193,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,Proprietary,12,12,41867,14,24435
035573,NORTH FLORIDA COSMETOLOGY INSTITUTE,FL,Proprietary,36,36,135777,37,71050
041512,SALON PROFESSIONAL ACADEMY (THE),NY,Proprietary,15,15,52504,17,26837
010629,PB COSMETOLOGY EDUCATION CENTRE,NJ,Proprietary,23,23,46057,23,33863
041342,LONDON CONTEMPORARY DANCE SCHOOL,,Foreign-Private,15,15,191012,15,65406
038324,COSMETOLOGY SCHOOL OF ARTS AND SCIENCES,ID,Proprietary,21,21,58012,26,31931
023384,FORT PIERCE BEAUTY ACADEMY,FL,Proprietary,31,31,132125,33,67834
041673,SALON PROFESSIONAL ACADEMY (THE),FL,Proprietary,32,32,124149,35,63866
022655,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary,14,14,41366,14,20682
021244,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,Proprietary,14,14,43859,14,21932
009896,OAKTON COMMUNITY COLLEGE,IL,Public,12,12,39000,12,19500
037473,BEXLEY SEABURY SEMINARY FEDERATION,IL,Private-Nonprofit,5,5,34049,5,17735
021169,UPPER VALLEY CAREER CENTER,OH,Public,19,19,57447,22,33631
009419,STATE COLLEGE OF BEAUTY CULTURE,WI,Proprietary,17,17,63769,25,43218
002315,SCHOOLCRAFT COLLEGE,MI,Public,5,5,28000,8,24000
001181,COLLEGE OF SAN MATEO,CA,Public,18,18,97613,18,48807
041894,SHEAR LEARNING ACADEMY OF COSMETOLOGY,IL,Proprietary,8,8,31500,8,15750
041391,UNIVERSITA DEGLI STUDI DI SCIENZE GASTRONOMICHE,,Foreign-Private,4,4,21000,4,10500
042235,LYNNES WELDING TRAINING,ND,Proprietary,12,12,30046,12,15026
037023,DELAWARE LEARNING INSTITUTE OF COSMETOLOGY,DE,Proprietary,21,21,79230,21,39610
023028,MISSISSIPPI COLLEGE OF BEAUTY CULTURE,MS,Proprietary,3,3,5374,4,3207
041730,SHEPHERDS THEOLOGICAL SEMINARY,NC,Private-Nonprofit,11,11,145080,11,72480
041896,STATE CAREER SCHOOL,IL,Proprietary,6,6,28500,6,14250
008946,PORT HURON COSMETOLOGY COLLEGE,MI,Proprietary,7,7,27333,7,13667
041412,TONI & GUY HAIRDRESSING ACADEMY,RI,Proprietary,97,99,376771,100,211914
022774,SOUTH COAST COLLEGE,CA,Proprietary,17,17,93096,17,28781
001178,COLLEGE OF MARIN,CA,Public,18,18,92250,18,46125
008263,AWARD BEAUTY SCHOOL,MD,Proprietary,11,11,30956,16,17374
025536,DIVERSIFIED VOCATIONAL COLLEGE,CA,Proprietary,21,21,89500,21,44750
042407,IMAGE MAKER BEAUTY INSTITUTE,TN,Proprietary,15,15,54310,15,27154
042359,BELLA COSMETOLOGY AND BARBER COLLEGE,TX,Proprietary,30,30,106793,58,41346
042733,VICTORY CAREER COLLEGE,CA,Proprietary,22,22,85496,22,42742
030199,CAPSTONE COLLEGE,CA,Proprietary,18,18,84827,18,42414
034096,BENNETT CAREER INSTITUTE,DC,Proprietary,1,1,3000,1,1500
022843,INTERACTIVE COLLEGE OF TECHNOLOGY,GA,Proprietary,48,48,95165,59,54712
002202,POPE ST. JOHN XXIII NATIONAL SEMINARY,MA,Private-Nonprofit,1,1,7500,1,3750
001282,SAN JOSE CITY COLLEGE,CA,Public,18,18,83800,18,41900
008189,CONTINENTAL SCHOOL OF BEAUTY CULTURE - BUFFALO,NY,Proprietary,23,23,49966,24,28426
022562,BROKEN ARROW BEAUTY COLLEGE - COSMETOLOGY EDUCATION CENTER,OK,Proprietary,2,2,7000,2,3500
025595,SALON PROFESSIONAL ACADEMY (THE),ID,Proprietary,13,13,51390,13,25694
021127,"NORTH HAVEN ACADEMY, LLC",CT,Proprietary,17,17,82631,17,41313
036173,HEALING MOUNTAIN MASSAGE SCHOOL,UT,Proprietary,23,24,99144,26,52700
041739,EVOLVE BEAUTY ACADEMY,MO,Proprietary,14,14,41500,16,20750
041304,SHEAR EXCELLENCE HAIR ACADEMY,FL,Proprietary,36,36,123667,40,65333
041597,AMERICAN MEDICAL SCIENCES CENTER,CA,Proprietary,26,26,82004,26,40998
024975,CLINTON TECHNICAL SCHOOL,MO,Public,16,16,37769,16,18888
022050,COLLEGE OF WILMINGTON,NC,Proprietary,34,34,140990,39,77008
041465,PORTLAND ACTORS CONSERVATORY,OR,Private-Nonprofit,2,2,10500,2,5250
012020,VICTORIA BEAUTY COLLEGE,TX,Proprietary,25,26,102432,28,52401
040894,CCI TRAINING CENTER,TX,Proprietary,20,20,101037,20,50516
020609,BROWN COLLEGE OF COURT REPORTING,GA,Proprietary,10,10,60819,11,21246
023233,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,IL,Proprietary,7,7,24900,7,12450
011810,TAYLOR BUSINESS INSTITUTE,IL,Proprietary,13,15,23990,28,20742
042540,PHIPPS ACADEMY OF BARBERING,IL,Proprietary,7,7,22803,7,11401
022141,RESURRECTION UNIVERSITY,IL,Private-Nonprofit,5,5,22500,5,16250
006228,METHODIST COLLEGE,IL,Private-Nonprofit,4,4,21000,8,21000
041476,AVEDA INSTITUTE LAS VEGAS,NV,Proprietary,116,117,438856,117,219449
042811,MIXED INSTITUTE OF COSMETOLOGY & BARBER,CA,Proprietary,25,25,77738,25,38866
041702,PAUL MITCHELL THE SCHOOL COLORADO SPRINGS,CO,Proprietary,42,42,135534,46,70297
041288,BRANFORD ACADEMY OF HAIR & COSMETOLOGY,CT,Proprietary,15,15,61077,15,30537
041515,AMERICAN ACADEMY OF COSMETOLOGY,FL,Proprietary,34,34,112453,36,57972
031203,COLLEGEAMERICA - FLAGSTAFF,AZ,Private-Nonprofit,47,48,148694,67,103238
010027,JAMES A. RHODES STATE COLLEGE,OH,Public,13,13,50034,13,25019
041872,NEW BEGINNING COLLEGE OF COSMETOLOGY,AL,Proprietary,36,36,108432,41,56313
041494,GARY MANUEL AVEDA INSTITUTE,WA,Proprietary,3,3,15546,3,7772
042777,CALIFORNIA COLLEGE OF BARBERING AND COSMETOLOGY,CA,Proprietary,21,21,77376,21,38685
042871,WEBB'S BARBER SCHOOL OF ARTS,GA,Proprietary,11,11,54500,11,27250
